Comment,label
真奇怪耶，要不然Notebookcheck測爽的嗎，還是這家也pt,2
看老外yt 都覺得換掉lcd很好@@,2
世界很廣的，不是只有ptt好嗎,2
oled螢幕就現今趨勢阿,2
當然趨勢啊，換機的好理由,2
iPhone12聽說全系oled了,2
而且居然能接type-c 網路線,2
old 耳機孔因人而異，價格大概就是高通的問題,2
目前看起來還是穩紮穩打啊,0
你沒事讓手機亮一整天幹嘛？,2
而且現在的OLED沒那麼好烙印啦。,2
我是覺得不錯啦 比zf7經典,2
烙印剛好就是換新機左右了，還可,2
每一代都蠻經典的,2
我覺得zf6應該繼續賣的 填補萬元出頭價格帶的恐懼,2
空間,2
喔，的確很經典，經典到某Z在反串,2
拔掉3.5真的是大傷，還好我買ZF6了,2
還每一代耶，嗯嗯,2
不過我得到的消息是，因為相機鏡頭的機構改變，所以內部,2
空間不夠了，只能縮小電池或是拔3.5擇一，他們選擇拔3.5,2
是幾百塊沒錯啊？,2
只要有DAC chip就可以了啦,2
拔3.5的廠商，都應該要像小米在小米10pro裡面的包裝一,2
樣付一條轉接線給消費者，這是基本的誠意問題我覺得,2
除了特規的都馬可以,2
你拿帶有降噪功能的來比也太不公平,2
OLED適不適合，純粹就看你手機打算用幾年，如果像國外那,2
種收入，一台不貴的電子玩具用個兩年就差不多該丟了，耐,2
用程度真的不是他們追求的,2
7太重 180g以下差不多,1
我主力機是oled 備用機是lcd,2
雖然oled色彩顯示漂亮，但長時間盯螢幕，lcd還是比較舒服,2
OLED烙印問題其實還好 重點在對有些人而言眼睛的負擔,2
比LCD大,2
現在都不知道哪裡有賣了,2
對啊，有些人看了眼睛累也是事實,2
用過oled你再說lcd有優勢好嗎？自己用過oled烙印再來吹,2
lcd好嗎？,2
5Z比較經典,2
7我猜應該是為了塞下那個翻轉3鏡頭，只能犧牲3.5耳機孔,2
我用過別人的三星note系列手機 看久眼睛不舒服就不買,2
OLED螢幕了 買手機小錢 眼睛壞了要開刀是大錢,2
zf6實際重量是200g，190g是騙人的,2
4 ZF6是真不錯 不過還是子龍機要考慮,2
要推中階的新機吧 所以zf6就停產了,2
zf7去體驗了一下，那個全景拍攝有停頓，特定角度下會,1
感覺有鋸齒停頓，相較下zf6比較好,2
zf6發表時，誠意價和非常實用的預購禮讓我忍不住刷了2隻,2
，zf7則無感,2
老外跟中國評測好像都沒在care烙印色衰問題的，只會說,2
這個螢幕很漂亮,2
一般人綁約到就換機了吧 24或36個月,2
何況你能確定是手機先掛點還是螢幕先掛?,2
就算真的色衰烙印了  人家外國人不會送去換新螢幕嗎,2
說到底就是$$$$$的問題,2
3星兩年保固 你可以2年換新 再撐2年 用4年還不夠嗎,2
三星螢幕烙印色衰疑慮有很大嗎，至少二手s8看不出來,2
真的要LCD永不為奴  也還有iPhone 11 or se2020 可買,2
輕微烙印 一般情形根本不會發現 要開測試模式,2
就是要螢幕亮度調到最高 底色用紅 黃 藍 綠 去找,2
上次我買2手開這模式還被酸怎麼不去買新的XD,2
是啊，以前買oled二手也是很認真看各底色有沒有烙印，,2
但想說s8也沒多少錢，就懶得這麼仔細,2
又沒叫你一定要用1690那條,2
zf6買不到新機了0.0,2
LCD完全不用顧慮烙印，無壓力的感覺就是爽，大概醬子,2
自己搜尋LCD 烙印哦,2
ZF7的保護殼ZF6好像可以用,2
話說我個人用過藍牙耳機就不想換回有線耳機了說,2
可是我還是覺得藍芽耳機要充電還是很麻煩...,2
就算藍芽耳機電池續航在怎麼長 總是都要充電吧?,2
3.5mm完全不用管 插上去就可以用了 不用搞轉接有的沒的,2
不過樓上有一樓講得有道理，其實ZF6可以繼續賣的，像iP,2
iPhone大家也會買舊款來用一樣,2
我個人是覺得藍牙從滿電聽到沒電就代表該休息了 XD,2
最近剛買福利品zf6 只能說非常滿意 cp值爆表,0
zf6用了一年都沒用過那個3.5mm孔 耳機都是用之前u11附的那,2
條轉接線插type c 因為他耳機孔的位置太偏 手機橫拿會卡手,2
所以只好用轉接頭了 另外 轉接頭只要永遠都不拔下來 實際,2
上也跟3.5mm一樣 都不用管 插上去就可以用了 話說我到現在,2
你查到那個線是別的東西，是之前的新產品，不是配件,2
還是繼續用同一個耳機加轉接頭插在我rog3上面啊 (可以插側,2
邊真的是本世紀最偉大發明) rog本身附的轉接線就留著備用,2
淘汰放3.5是好事啦 未來type c要統一所有接口了,2
耳機孔我從沒用過，砍掉沒差。oled目前看起來眼睛也不,2
會不舒服，所以也無感。,2
藍芽耳機一副不夠不會準備兩個嗎？（誤,2
其實看人使用習慣，自己持續使用真無線藍芽耳機時間不,2
會太長，就通勤或吃飯時會用，所以通常都是耳機充電盒,2
沒電；遊戲的話，現在也漸漸有低延遲（50ms以下）的藍,2
芽耳機了，所以相對來說，有在使用有線耳機通常會是比,2
較注重音質的，然後你注重音質的話，通常會再準備個隨,2
身DAC，所以耳機孔使用機率就大幅降低了，以上為個人,2
見解,2
又沒有LG的dac，那耳機孔也只是擺飾。在意音質有更好的,2
藍牙耳擴又不是只有小米,2
typec to 3.5mm可以買蘋果的啊，290含運吧我記得,2
再出一個復刻版ZF6看看,2
asus耳機孔的音質…(抖 我寧願用藍芽,1
音質真的是不怎麼樣...不過ZF6最爽的還是全螢幕,2
用過就回不去了，不管看哪隻有洞或是水滴都很不舒服,2
等等買小米藍牙音源接收器幹嘛不直接買藍芽耳機就好,2
看大家說的有些後悔沒990加購華碩那條轉接線,2
會 很滿意,2
藍芽耳機我聽一整天，休息放回充電倉，充電倉大概兩個禮,2
拜充一次，整體上比有線耳機方便太多了,2
ZF6真的很不錯,0
喜歡6 不只翻轉 鏡頭跟閃光燈還做成自家貓頭鷹造型,0
兼具 實用&創意&宣示品牌 的超優設計 應該後無來者了,0
ZF6有人實測就破200g了，官方數據有灌水疑慮,1
2020還在耳機孔LCD 小米真無線三百多不買 現在哪隻,2
高階不是oled 90hz 2019被罵沒科技力 2020回頭嫌棄,2
小米真無線那個音質= =,2
華碩那耳機孔底噪+耳機音質+音效魔術師 來樓下評分,2
我選擇用mojo==,2
ZF6但買不到了吧,2
你那條C轉3.5是給你插麥克風的不是插耳機的好嗎…,2
說真的，電池縮小還比較差不多，拔掉耳機孔根本智障,2
耳機孔可以插比較貴一點的耳機來拯救音質啊,2
輸出如果不行再怎麼貴的耳機只會凸顯缺點...樓上有買,2
過貴的耳機嗎？,2
一條線1690是吃到蘋果口水嗎？pixel 的3.5轉typec也才,2
可是用過oled回不去LCD了,2
現拿zf6，但下一支會考慮三星了，愈出愈重，zf6我都覺得,1
太重。,1
其實習慣了就都還好了吧...,2
oled就是垃圾,2
我只希望Max pro m3要有TypeC和2ca以及...支援QC3.0或者P,2
D快充,2
請給我超大螢幕超大電量765,2
貼牌也可以，重點是軟體維護,2
目前看到幾個印度傳言 M3  都標 s675,2
沒用 MTK dimensity，可惜,2
又要擠豬油了,2
MTK怎麼沒有,2
我猜賣印度 不賣台灣,2
中階應該可(?)基本的需求跟常見遊戲的順暢度有應該不錯,2
765的希望比照Pixel 4a 5G,2
其實用MTK應該可以進一步提高性價比,2
期待 S765的機子,2
是因為高通組合包強制販售嗎？,2
應該是odm的，之前大破也是大陸那邊做的。用mtk麻煩的,2
是在維護，華碩沒啥多餘人力可以做。,2
直接出一支765的ZF7加1支中低階就好了,2
765我幹嘛不直接買4a就好,2
大破3要出了沒？,2
蠻期待google的廣角，華碩的廣角不行啊,2
765還是比730好一點,2
是ZF越賣越高階,2
旗艦都搞這樣，還中低,2
765g至少也會開個15990吧 吸引力...,2
ZF7的廣角不行？,2
是在哈囉？？,2
貼牌機？,2
原本老婆ZF3 zoom想要升級，看到ZF7的價格馬上嚇退,2
765也來個翻轉鏡頭吧,2
7廣角角度比上一代小，這可以？,2
可以,2
max pro m3!!!!,2
若出中低階大電量，照相好的款式，那就很有吸引力了,2
希望不要又出一堆型號，然後不維護,2
ZF3 zoom 可惜沒後代 不然應該能當中階,2
做垃圾幹嘛 中低 早就被realme整碗端走了-.-,2
會想華碩出中低階的 是不是因為太多時間可以一直送修,2
想衝浪嗎，機海來囉,2
期待能有ZF3後繼神機！,2
做中低階如果能吃一些台灣 印度這類反中市場的機會也不差，,2
但勝率不高就是了,2
還蠻期待出S765的機種，價格和需求都剛好,2
765應該就是要壓價錢，出翻轉墊高成本，到時又要被罵盤,2
max pro 3期待中,2
應該是高通組合包,2
"765很多支了,再出到底要賣誰",2
期待,2
來個小米MAX3大小的新機把，老人機有一定市場，銷量拼不過,2
陸場，不要硬碰，做些小眾的也可以啊,2
希望可以出一隻小螢幕一點的,2
華碩現在每一隻手機多做那麼大是在幹什麼？,2
[老人機 螢幕及字都大][小型輕薄],2
被塞一堆垃圾，如果直接報廢會不會賠比較少...,2
快跟發哥合作，組成『手機台灣隊』呀！保證屌打以華為為首,2
的手機中國隊,2
200系列太低了XD,2
都要哭了啊，終於！不過覺得沒和聯發科合作有點可惜,2
不用那麼多款，給個maxpro3就很好了,2
PTT:電子垃圾,2
推手機台灣隊想法,2
原來有2系列喔,2
給個s690就好 其他支免了,2
沒一隻叫M3，代表的會是ZenUI APP全套回歸，還是這幾,2
支會全無ZenUI蹤影呢？,2
可能為了ROG拿到S865+，被硬塞了一堆電子XX,2
中低階手機不見得會在台灣市場開賣,2
不在台灣賣？端這些菜去印度市場賣，會被印度人笑吧？,2
realme在印度可是賣的嚇嚇叫...沒看到反中,2
台灣市場應該只能接受700系列和600系列，再低應該很難,2
賣了吧,2
765G可以看看，其他就...,2
2020台灣有人買400或200系列手機嗎？,2
s765 5G中階確實有市場 華碩是可以拼看看這個 其它就...,2
用S765可以賣比較貴，誰要用天璣？,2
odm吧,2
下面兩個辣雞就不用出了吧,2
清庫存嗎,2
嫌皇家生意不夠好吼,2
我只希望是超大電量 LCD+730/765便宜手機 我ZF4想換了,2
低階拼不過中國成本優勢  只會浪費資源吧,2
目標是印度市場吧 印度反中正夯,2
來人啊，開始擠牙膏了,2
mtk想兩邊賺結果是兩面都不討好,2
一整個浪費研發經費的部門,2
ZF2 Laser戰到現在就是在等新低階機,2
zf3 想換了,2
不要再大電量綁自家快充就好,2
家裡M1備用機充電有夠慢,2
然後Type-C跟WiFi規格不要再偷啦,2
M2還在Micro USB…今年2020了欸,2
台灣市場對手其實是韓國機吧 印度或許也是(,2
賣這價格也叫偷！呵呵,2
然後還是高通,2
天璣1000VS765G也許後者還能賣高價點,2
希望有M3,2
g大不用擔心，這種低階只是貼牌而已研發不會是華碩總,2
部在做。,2
華碩應該保留Max pro 系列啊，搭配電信蠻好推的,2
快出ZF8zoom 不然zf3z換不掉阿,2
大破3,2
大破3 +1，至少讓沒有高效能需求的人可以有選擇~,2
865那款7降成765或天璣1000會更好，剛好四個價格帶，可,2
惜了QQ,2
樓下推電子,2
electron,2
ZF3準備跳PIXEL中,2
發哥會出不了貨嗎，賣太好,2
希望能開發小尺寸手機,2
想要大破3加上tpye c,2
zf7價格上來了 自然也可以推出像是18990 765g的產品啊,2
大破三呢,2
大破三!,2
不要再出micro了好嗎,2
小尺寸事務用還是車票用的手機嗎(X,2
華碩如果有辦法做一隻remeal,2
xt相當的機子，價格8000內才算有競爭力,2
出了希望軟體維護能夠兼顧,2
之前有板友爆料沒有大破3看來應該不假,2
四...四大天王,2
"大破3如果S7XX,6/128,藍牙5.0",2
"WiFi補齊2.4&5Ghz,NFC,耳機孔",2
"超大電量,Type-C,支援QC快充",2
"螢幕LCD沒關係,價格10K上下",2
我的這個夢想有可能實現嗎？,2
希望中低階用聯發科,2
夢裡甚麼都有= =,2
我的夢裡大破3開賣當天，各家新聞媒體都報導全台各地皇家,2
俱樂部大排長龍，台灣人擠破頭買爆大破3的畫面。,2
要出可以，麻煩PM把大電量+快充TYPEC還有6/256GB之類的,2
不然還是被OV和小米系列吃死死...,2
華碩不是中低階都賠錢所以不做了嗎,2
是看中國市場進步來會想端來吃喔?,2
大破還有後續的可能嗎,2
max pro m3不開個漂亮價錢難有競爭力 現在大電量一堆,2
想說明明有765G的跑分成績，怎麼ZF7只有865版？原來…,2
原生UI沒關係，有ZenUI相機或Google相機就好，希望是,2
雙揚聲器的機種，用過雙揚聲器再也不能接受單揚聲器。,2
M3有譜了嗎？,2
目前大破2 希望來個大破3,2
希望ASUS+MTK組台灣隊+1,2
長輩要求簡單就是大 沒在帶行動電源的XD 不要太貴,2
ZF3最近想換Pixel 4a?..,2
開發完還是不會更新,2
論價格，中階怎麼可能拼得過realme...,2
ROG3 vs S20  4K Picture,2
DIY網站 ROG 3下水測試,2
沒有整台丟進去還叫下水？,2
ROG Phone3 超廣角品質太差，GCAM也救不回來。,2
優質 一個預覽圖詐騙,2
下水測試,2
最近很多是騙點閱的合成假評測要注意,2
.... 這幾家都多久了 你也看一下 訂閱人數,2
喔。,2
樓上很兇,2
有beta更新讓使用者可以測試很不錯！,2
真•勇者 給推,2
可能在準備android 11吧,2
這上次更新就有出現了,2
真的是準備安卓11 論壇有在招募內測,2
原來之前就有 我腿了,2
徵求勇者,2
只是華碩常常第二個大版本就只有Beta等不到正式發布,2
我也在等郵件，有人收到了嗎,2
回11樓 zf3就從6升到8了啊,2
但是ZF4升到一半就被放生了,2
zf6應該是有機會升11啦！畢竟如果現在放生，大家買7的話就,2
會有疑慮，不過11跟10有多什麼非升不可的新功能嗎？,2
ZF6記得有遊戲精靈之類可以用，不過現在不是很難買嗎,2
5z?,2
3就有遊戲助手，沒道理後面拔掉,2
遊戲精靈出了之後，後面手機應該就都沒拔掉,2
ROG系列都有巨集和掛機功能,2
現在華碩手機內鍵的遊戲精靈都有巨集指令吧,2
ROG系列都有,2
現在按鍵精靈不是都不用root了嗎？不一定要內建了吧,2
？,2
從ZF3就有了,2
ZF3、ZF4、ZF5、ZF6都有，大破要問其他版友,2
rog 3 巨集 掛機 讚,2
大破沒有，想裝,2
ZF6遊戲精靈巨集功能，好用！,2
為了今年的金閃祭入手ZF6,2
之前訪談時他們說還在開發搶票巨集 沒道理放生啦,2
遊戲精靈的巨集真的方便，可惜內建直播這塊他們不重視,2
一堆,2
遊戲精靈是什麼 我用zf4開不了 有安裝找不到開啟,2
找到了 系統預設是關閉 要自己開出來 google,2
你用模擬器可能比較好?,2
"有很久了= = 我5Z刷箱就是開遊戲精靈讓他自動點,超省事",2
我試過用遊戲精靈內建的直播可以播，我是播YT,2
Amoled採用DC調光技術？那感覺可以哦,2
2萬出頭的手機……算便宜了，大約23K就能出手了,2
amoled開DC模式 不會一層灰嗎?,2
有差嗎？眼睛比較重要還是螢幕色彩重要？,2
完全鞥放棄小手機市場了,2
要買到pro才有ois，那價錢乾脆買note10+。,2
東西好不好不敢說 但價格實在太貴了,2
扣禮卷25K還不錯 但真的太重,2
DC調光或許有一定的效果；但如果本身就對OLED過敏的，效果,2
不大。自己去體驗看看就知道。,2
東西都給到頂規，以旗艦來說是不貴啦，只是之前zenfone,2
的受眾多是在中階，才會有好像很貴的錯覺,2
zenfone把握翻轉特色拼旗艦市場是可以鼓勵一下，只是行,2
銷上可能就要多下點功夫了，因為受眾跟之前肯定有所不同,2
................,2
太慢發了,2
，要能吸引到平常是在看旗艦機的消費者,2
價格規格開太爛開始業了,2
不得不說這次發布會，是有用心安排、還特別請黃子佼來主,2
買了30週年機保固30個月...這zenfone7應該是無緣了,2
持，但手機重頭戲介紹卻是大學生等級的念稿落落長生硬報,2
230克太重了…也超大隻,1
告，說實在不太能感受到是打旗艦市場的展示會宣傳介紹,2
指定通路指哪裡呀？沒看到列表,2
230已經逼近xz2p的重量了欸..,1
Pro規格相比無印也不pro 真要這樣搞還不如把無印出成76,2
5g版賣便宜點,2
還是很重,1
一般版砍ois 無法理解,2
我覺得做的比較不錯的是廣角鏡頭 感光元件用的好而且還,0
有dp對焦 可以稍微期待廣角畫質,0
而且這個優惠真的蠻好笑的 5天？？有那麼趕？,2
優惠至少也到年底吧,2
沒有延長保固？這個很好用的XD,2
華碩保固蠻佛的，而且維修價格也不貴。,2
況且8/26∼8/31是月底，這時間可以說是薪水花得差不,2
多的時侯，如果想買的人但沒錢不就不能買了？,2
這價錢是附加皇家VIP吧,2
重了點 不過能接受的話我覺得規格真的不錯又獨立三卡槽,2
更好笑的是9月開始送的價值還比這五天的高,2
推,2
那個穩定架不是每個人都想要啊 現金比較實用,2
拿錢比較實用,2
官網的有延長保管6個月,2
指定通路有哪些？,2
官網 網購,2
Pc家 momo之類的,2
是秤斤論兩賣嗎 230克,2
到時再來看看ZF7的PWM閃爍頻率多少,2
所以折扣最多的平台是哪個,2
看到螢幕就bye了,1
台廠最後防線,2
"這樣NOTE10+,似乎比Zen7還可以買也",2
發表的人瘋狂吃螺絲是怎樣 講稿有夠爛,2
看來今年手機業務又要虧損了,2
DC 調光的 OLED 感覺還行,2
垃圾翻轉鏡頭,1
DC調光的OLED螢幕，要用心調,2
眼睛重要的話 那你乾脆不要用螢幕好了,2
這樣最不傷眼睛,2
子龍任務是否也更上層樓XDDD,2
所以幹嘛不等iphone 12,2
230g不是跟iPhone 11 pro max差不多重？,2
"是 , iPhone 11 Pro Max 226g",2
Apple有重新定義226克的信仰 華碩沒有,2
雙喇叭嗎  看了規格表找不到,2
有雙喇叭 不過沒強調 八成沒特別調教,2
應該是左右大小聲,2
廣角幾度好像也沒講,2
八成是大小喇叭，ZF6的上喇叭是在翻轉鏡頭的上面，縮回,2
去時聲音根本出不來，當成是單喇叭比較實際,2
回3000郵政禮券，加上刷卡回840好像還可以，只是官網白,2
色也已經缺貨,2
以規格來講 這價格真的很ok 而且一樣有預購優惠,2
zf6用的好好的 只好先跳過這一代了,2
白的真的好看！！可惜沒耳機孔外加ZF6還頭好壯壯繼續觀,2
望ZF8~,2
喇叭一樣大小聲 Dave2D有說,2
ZF6也不是190g重，有人實測空機都破200g，ZF7標230g也,2
不知道有沒有灌水,2
230g好重...,1
白色比較好看 但希望多推點其他顏色,2
230g的資訊哪裡看得 找不到,2
另外跟jasn大報告一下，想用LCD的不見得都是怕傷眼睛，而,2
是OLED對於某些族群來說，真的無法使用太久、甚至不用幾分,2
鐘就受不了QQ,2
官網有寫230g阿,2
真希望有765版本 然後6吋左右輕一點的手機..,2
居然砍LCD QQ,2
230我就放棄了,1
230g真的太重，再加上保護殼的話拿起來手會酸,1
jasn吃飯會噎到你怎麼不絕食？因噎廢食就是你的寫照,2
pass,2
充電那段有根據嗎,2
如要買一定選7pro，送東西不錯又折3000，5g全頻,2
2萬出頭賣給誰,2
230g是要砸死人喔,1
pro這價錢還不如直上rogphone...,2
Rog phone沒ois,2
所以就很白癡啊 rogphone加個ois當旗艦不好嗎? zenfon,2
e當中階不就剛好中高階通吃了,2
況且從去年的輿論來看會買石頭的狂粉根本不在意有沒有,2
哀為何rog phone 3沒有ois，硬體頂就缺ois，應該等zenoh,2
one7 pro發表在買手機，已買rog phone 3的我真是失策。,2
回aa大，不是不在意ois，而是那時ZF6沒得選擇。但現在ZF7,2
Pro有ois，會買的就是首選了。,2
少騙 去年沒ois板上的風向明明是手穩一點就好了、人家,2
進光量夠大沒必要用ois 去年只要嘴ois的直接被洗成黑,2
太大也太重了，真的不行,2
OIS真的很重要嗎?? 為啥Google那幾隻都沒看過 相機也是,2
很厲害 反而怕有OIS良率差 多了更多干擾,2
可是翻轉拍全景好方便欸XD,2
zf6不是賣的滿好的嗎？,2
7 pro 希望 120hz...,2
期待價格,2
我希望ZF7出了 ZF6可以大跳水入手 6和7沒啥差異(不遊戲,2
已經買6了 7pass,2
6有滯銷嗎,2
好了啦。。。。。。,2
根本不在乎。。。。。,2
還好吧 iPhone不是也60而已 還不是賣超貴,2
比較在意的是用支那的螢幕,2
看起來真的是把ZF6的設計再用一次…然後costdown部分,2
零件來壓低售價…,2
應該會買,2
爆料看看就好,2
樓上，這是德國官方消息欸...,2
京東方,2
沒有90hzQQ 不買了,2
不在乎還要分兩句留言  我看也是挺在乎的,2
先猜USB一定還是2.0,2
還是換個logo和系列名稱吧...,2
滯銷的數據在哪？,2
ZF6滯銷？,2
螢幕可以大一點嗎,2
好了啦,2
這篇的價錢比前幾天爆料的台灣價錢便宜欸，等等又被說,2
台灣賣的比國外貴，買不下去,2
反正問題一定還是很多啦,2
翻轉鏡很棒啊，不用看一堆笨蛋拿著手機在那裡轉,2
前幾個禮拜還去通訊行問zf6 說熱銷缺貨 後來就買了n1,2
0+了,2
只換CPU還不如換天璣系列賣個12000,2
其實我覺得時間還好，5G換機潮還會持續一段時間吧……,2
亂碼一堆==,2
你說滯銷就滯銷？,2
不久前打去西門門市問，店員說zf6已經停產下架了,2
滯銷？ 不是有文章說要到直營店才有貨了嗎,2
再打去三創問，說只剩兩台...所以要期待降價似乎有點難？,2
我只期待電量再增加 螢幕亮度高一點 基本防水,2
目前我自己用6感覺不夠的地方 拜託7要有,2
5000電池已經很多了吧,2
怎麼感覺6-7的升級不大,2
滯銷？？？？？,2
ZF6的生命週期開頭和結束都是在缺貨中渡過,2
不錯啦 好設計有維持,0
小米好像也適用這句,2
推 期待,0
只是換了處理器的z6,2
嗯啊...目前資訊看來可說只換處理器,2
本來就不會買了在該什麼==,2
用過ZF5後堅決不會再用華碩了 調校有夠爛,1
ggggggggg,2
華碩應該全螢幕 應該用不上三星高等貨 不是天馬渣就是,2
LCD,2
zf6看到的次數比我看到x1mk2還少。。。,2
希望翻轉可以防水,2
翻轉偷拍超方便好嗎，用過就回不去了,0
呵呵，原po這備註，給你90hz的螢幕你還是會到處嫌,2
現在連情報文也可以偷渡自己評論造謠了XD 最近才剛跑三,2
家通訊名店，告訴我zf6已經缺貨很久了，誰和你滯銷哈,2
只看處理器就想和人談論手機還是省省，你只適合買realme,2
x3這種偷料機,2
你的目的單純就是帶風向,2
還好是翻轉 期待,2
京東方60hz LCD  21990 你各位覺得呢？,2
翻轉鏡頭ok啊，但希望至少要有ois光學防手震,2
升級新CPU跟相機的ZenFone 6 定位不就這樣 而且還沒有比較,2
貴,2
翻轉好用,0
科科,2
說翻轉鏡頭不好用，一定有什麼誤會...,2
ZF6的IPS很漂亮啊。但不知道到底是哪一片。,2
色彩自然拖影輕微。ZF7的IPS螢幕反而退步說不過去,0
坦白說，今年超值的 5G 旗艦機沒多少選擇，剛好合約,2
到期或是要換手機的人，這也是一個預算有限的選擇。,2
ZF6幾乎沒掉價被說滯銷XDD,2
ZF6用的LCD是誰的面板？只知道5z和5是友達,2
京東方那種山寨屏而且只有60Hz，開價沒資格突破20k。,2
6滯銷??網上福利品很多倒是真的,2
7的保密也太強，都還沒實體爆料,2
沒有採用高更新率的螢幕真的非常可惜，是一種硬傷，畢,2
竟隔壁家都有了。,2
沒誠意,2
好，買,2
這篇文章就是新增德國，再把其他舊的爆料加再一起,2
希望bug已經修正,2
5g手機 一定貴不少喇,2
ZF6就沒什麼人買啊,2
售價蠻心動的 但怕出任務QQ,2
造謠不用桶？,2
就怕翻轉會%%%,2
心得的第二句是在寫什麼鬼？國文課都在睡覺嗎？,2
不是6時問題太多打算下代不放了,2
坦白說ZF6的螢幕比ZF5的爛。ZF5用友達的眼睛舒服多了，Z,2
F6聽說用大陸品牌的，真的比不上友達,2
?enFone,2
ZF6不滯銷吧，但量也小就是，在外路上搭車沒看人拿過,2
，一般店家應該也不敢一次進太多屯著，而不怎麼掉價,2
得另一個原因是利潤咬太緊，隨便砍就賠本賣了,2
應該又沒有ois...,2
明明很創新，碩黑再黑啊,2
不過面板是京東方的啊…,2
有OIS嗎???,2
跑了快十間店都沒貨你跟我說滯銷…？,2
沒人買店家當然不進貨，不然是因為賣太好沒貨嗎,2
不在乎還特地跑進來酸...吃飽太閒？,2
翻不翻轉不是問題，良率搞好才是重點,2
6也是友達啊...,2
ZF6價格稍微下來後賣很好不錯吧 至少國內,2
6哪裡有滯銷...,2
有人分不清楚銷量小和滯銷的差別硬要黑呢,2
LCD突然很在意那裡做的？，要不然X3的LCD面板是那家,2
OLED三星品質是最好，LCD有特別要求要那家？,2
京東方已為蘋果 iPad 和 MacBooks 生產液晶顯示器，但,2
已將目光牢牢鎖定在不斷擴大的 OLED 面板市場。,2
又是“聽說”…造謠用這真方便！,2
"身邊有幾個朋友拿zf6,還不錯",2
希望翻轉機構強度加強，放個OIS阿,2
我當初有預訂阿，等太久才換的,2
若是不用等這麼久，願意買ZF7,2
雖然問題多，還是願意給機會，畢竟翻轉鏡頭好炫阿= =,2
推文看到聽說快笑死了 好像6是今年才出一樣,2
LCD三星都收了，去那裡找三星貨？,2
看錯，原來是說OLED,2
某些人不會買就是不會買啦 市場上還不是一票60hz手機=,2
滯銷,2
lcd跟60hz都不是重點好嗎 翻轉式的良率才是重點,2
7起乃！！！,2
重新定義滯銷？,2
確實既然想拿翻轉鏡頭做賣點可靠耐用才是關鍵,2
為黑而黑,2
就算90 你也不會買 哈囉~,2
不賣特色單純拼規格拼螢幕華碩哪有優勢,2
螢幕為何不繼續用友達的呢 失望,2
翻轉鏡頭的應用方式有哪些呢？除了全景之外,2
"低角度手機拍照的時候就看得到螢幕,其實就是翻轉螢幕dc能",2
做的就都能做了,2
我都拿翻轉鏡頭找兒子丟到沙發下的玩具，還能開led燈,2
我現在是有點擔心7不會...沒OIS吧...,2
說滯銷？？？,2
不知道賣保護貼的跟外媒誰對，光螢幕尺寸就不一樣,2
還有動態追蹤 雖然我覺得這東西不實用,2
全景使用頻率中等 偶爾拿來玩時很有感但不會很常用,0
最常用且有感的還是全螢幕+自拍高畫質這兩點吧,0
哇塞認真?,2
評價手機至少要90fps?什麼時候的規定？,2
聽說，八成，好棒棒,2
那就pass,2
價格這麼死跟我說滯銷,2
希望這次能賣進去台灣排行前20名,2
售價不高就是把各種可以不提的都COSTDOWN,2
ZF6看版上風向，應該是冠軍銷售,2
售價多高才不會COSTDOWN,2
銷量看版上風向？這是什麼奇怪邏輯,2
是不是PTT爆文都是銷量冠軍啊?,2
為什麼一定要翻轉，常常有問題，又會增加重量，今年還有什,2
麼旗艦用升降,2
某p要不要告訴我不想觀音痣或瀏海，是要怎麼做,2
支持延續翻轉鏡頭，真全螢幕用得超爽,2
螢幕下鏡頭，今年有那家生出大量生產的嗎,2
最近是有一家中興啦，也不知道問題解決了沒，前拍照能,2
用嗎,2
不翻轉買rog，很難嗎,2
ZF6前陣子我要買128GB還到處缺貨咧,2
不需要90 +1 很耗電 但希望有好的LCD 翻轉更進化,2
耗電問題可用動態畫面更新率或讓使用者自行選擇是否開啟,2
高hz模式多少就能避免,2
60hz pass,2
先看看,2
zf6的規格我很滿意 就是希望鏡頭再可靠一點吧,2
我等6降價買6就好,2
ZF6滯銷?蛤?,2
6我到處問都沒貨了齁,2
翻轉鏡頭真的好用 延用鏡頭除了拍照好用 也是特色,2
可能台灣熱賣 國外滯銷吧,2
台灣熱賣到進不去排行榜,2
拜託誰每天拍全景,2
zen6不是網路有新上架6+64g版本可以買，我看還有貨欸,2
Zf6不是去年的護國神機嗎？,2
ZF6不好買吧！價格很硬，哪裡滯銷,2
我翻了一下ePrice的手機銷售排行榜,2
ZF6都沒出現在TOP 20過,2
當然我知道他們的數據不會採計線上通路,2
覺得沒有滯銷的歡迎拿出數據打我的臉,2
ZF6有可能ASUS自己官網賣超好,2
歡迎內部人士提出銷售量的證明囉,2
zf6很好用的說看起來可以換新機了？,2
滯銷？,2
推 台灣手機市場終於也能看到好的產品了！多元開放,0
是好事！,1
噁心中國品牌,1
18W快充==中國手機品牌之恥,2
一樓id是不是在四處大外宣阿,2
比較希望華碩能出,0
13K還不錯阿,2
不用鳥SH啦 他沒特定立場 或者應該說他會站在最能吸,2
引人嘴他的立場 搞不好是訟棍,2
oppo通訊行空機會再降嗎？不然12k有6G RAM的A51 5G,0
東西好用就好,1
有夠貴,2
補個推,2
這支跟x50比不知道如何,2
等1000+,2
共機粉大高潮,1
